,Unnamed: 0,Unnamed: 0.1,final_pops,pops,T,LR,loss,I,Q,OPT_STEPS,distance,loss_hist,iter_step,STEPS,purity,fft:I,fft:Q,guess:I,guess:Q,guess:loss,pulse_loss_hist,target_loss_hist,final_pops2,pops2,purity2,final_pops3,pops3,purity3,final_pops4,pops4,purity4,final_pops5,pops5,purity5,final_pops6,pops6,purity6,data,odmra,odmrb,odmr_domain,odmra1,odmra2,odmra3,units,data:qubits,data:target_qubits,data:T,data:d,data:steps,data:FFT,data:fft_window,data:REG_PULSE,data:MAX_SLOPE,data:GUESS_OPT_STEPS,data:GUESS_SIZE,data:T2,data:METHOD,data:diff_factor,data:diff_target,data:LR,data:OPT_LIM,data:OPT_STEPS,data:plot_res,data:CUSTOM_splitting,data:CUSTOM_fine_splitting,data:CUSTOM_ground_splitting,data:omega_drive,data:CUSTOM_n,data:CUSTOM_pulse_reg,data:CUSTOM_B,mar_sim_type,Optimization Type,Initial Conditions,Number of Oscillations,mar12_loss
